iter	Passed	Remaining
214	692	2529
215	694	2520
216	697	2514
217	698	2507
218	701	2501
219	703	2495
220	705	2487
221	707	2480
222	709	2473
223	713	2471
224	715	2463
225	718	2459
226	719	2451
227	721	2443
228	723	2437
229	725	2428
230	728	2423
231	729	2415
232	732	2409
233	733	2401
234	736	2396
235	739	2393
236	755	2433
237	760	2435
238	762	2428
239	765	2423
240	767	2415
241	768	2408
242	779	2428
243	781	2421
244	783	2415
245	785	2408
246	787	2401
247	789	2394
248	791	2387
249	793	2380
250	795	2372
251	796	2365
252	799	2359
253	813	2387
254	814	2380
255	816	2373
256	818	2365
257	820	2359
258	823	2355
259	825	2348
260	827	2341
261	829	2336
262	831	2329
263	833	2322
264	835	2317
265	837	2312
266	839	2305
267	841	2298
268	845	2297
269	847	2291
270	850	2287
271	851	2280
272	853	2273
273	855	2267
274	866	2284
275	869	2279
276	871	2274
277	873	2269
278	877	2267
279	878	2260
280	881	2254
281	883	2248
282	884	2241
283	887	2238
284	889	2232
285	891	2225
286	900	2236
287	902	2231
288	905	2226
289	906	2219
290	908	2213
291	915	2220
292	918	2217
293	922	2215
294	928	2219
295	930	2212
296	931	2205
297	933	2198
298	937	2199
299	939	2192
300	942	2188
301	945	2185
302	953	2193
303	955	2187
304	957	2182
305	960	2177
306	961	2171
307	963	2164
308	966	2160
309	967	2154
310	969	2147
311	972	2143
312	977	2145
313	979	2140
314	981	2133
315	982	2127
316	985	2122
317	986	2116
318	989	2111
319	991	2106
320	996	2106
321	997	2100
322	1002	2100
323	1003	2094
324	1006	2089
325	1008	2085
326	1010	2078
327	1011	2072
328	1012	2065
329	1014	2059
330	1016	2054
331	1017	2047
332	1019	2041
333	1023	2041
334	1026	2036
335	1027	2030
336	1028	2024
337	1030	2018
338	1032	2013
339	1047	2032
340	1049	2027
341	1051	2022
342	1054	2019
343	1055	2013
344	1057	2008
345	1060	2004
346	1061	1998
347	1063	1992
348	1064	1986
349	1066	1980
350	1068	1975
351	1081	1991
352	1083	1985
353	1085	1979
354	1086	1974
355	1088	1969
356	1096	1975
357	1098	1970
358	1100	1965
359	1102	1959
360	1103	1953
361	1106	1949
362	1107	1943
363	1109	1939
364	1112	1935
365	1113	1929
366	1115	1924
367	1117	1919
368	1119	1914
369	1122	1910
370	1124	1906
371	1127	1902
372	1128	1897
373	1130	1893
374	1133	1888
375	1134	1882
376	1135	1876
377	1137	1872
378	1142	1871
379	1143	1866
380	1160	1885
381	1162	1879
382	1168	1883
383	1170	1877
384	1172	1872
385	1174	1867
386	1176	1862
387	1179	1860
388	1182	1857
389	1185	1854
390	1187	1849
391	1189	1845
392	1191	1840
393	1192	1834
394	1195	1830
395	1203	1835
396	1205	1831
397	1208	1827
398	1212	1826
399	1213	1820
400	1217	1818
401	1218	1812
402	1220	1807
403	1221	1802
404	1223	1797
405	1226	1794
406	1229	1792
407	1233	1789
408	1238	1789
409	1240	1784
410	1242	1780
411	1243	1775
412	1246	1770
413	1247	1765
414	1249	1760
415	1251	1756
416	1253	1752
417	1255	1748
418	1258	1745
419	1261	1741
420	1263	1738
421	1271	1741
422	1276	1741
423	1283	1744
424	1285	1739
425	1289	1737
426	1292	1734
427	1295	1732
428	1298	1727
429	1300	1724
430	1304	1722
431	1307	1719
432	1310	1715
433	1312	1711
434	1315	1708
435	1317	1704
436	1319	1699
437	1320	1694
438	1323	1691
439	1337	1702
440	1340	1698
441	1341	1693
442	1345	1691
443	1346	1686
444	1348	1681
445	1354	1681
446	1357	1679
447	1361	1677
448	1363	1673
449	1366	1669
450	1367	1664
451	1369	1660
452	1370	1655
453	1372	1650
454	1374	1646
455	1377	1643
456	1379	1638
457	1382	1635
458	1383	1631
459	1386	1627
460	1392	1628
461	1395	1625
462	1397	1621
463	1399	1616
464	1401	1612
465	1404	1608
466	1405	1604
467	1408	1600
468	1413	1600
469	1415	1596
470	1419	1594
471	1423	1592
472	1427	1589
473	1431	1588
474	1433	1584
475	1435	1580
476	1439	1577
477	1442	1575
478	1454	1582
479	1456	1577
480	1458	1574
481	1460	1569
482	1463	1567
483	1466	1563
484	1468	1559
485	1471	1555
486	1484	1563
487	1486	1559
488	1488	1555
489	1491	1552
490	1494	1548
491	1495	1544
492	1508	1551
493	1510	1546
494	1513	1544
495	1516	1540
496	1517	1536
497	1520	1532
498	1523	1529
499	1525	1525
500	1527	1521
501	1530	1518
502	1532	1513
503	1534	1509
504	1535	1505
505	1540	1503
506	1541	1499
507	1543	1494
508	1545	1490
509	1548	1487
510	1550	1483
511	1553	1480
512	1555	1476
513	1558	1473
514	1560	1469
515	1562	1465
516	1568	1465
517	1571	1461
518	1573	1458
519	1576	1455
520	1578	1451
521	1586	1452
522	1588	1448
523	1589	1444
524	1591	1439
525	1593	1436
526	1595	1431
527	1596	1427
528	1607	1431
529	1609	1427
530	1610	1422
531	1613	1419
532	1615	1415
533	1617	1411
534	1619	1407
535	1623	1405
536	1625	1401
537	1627	1397
538	1628	1393
539	1630	1389
540	1633	1386
541	1635	1381
542	1636	1377
543	1638	1373
544	1641	1370
545	1655	1376
546	1658	1373
547	1661	1370
548	1663	1366
549	1665	1362
550	1666	1358
551	1668	1354
552	1670	1350
553	1672	1346
554	1685	1351
555	1686	1346
556	1688	1342
557	1696	1343
558	1698	1339
559	1707	1341
560	1709	1337
561	1714	1336
562	1718	1333
563	1719	1329
564	1722	1326
565	1724	1322
566	1726	1318
567	1728	1315
568	1731	1311
569	1733	1307
570	1734	1303
571	1736	1299
572	1738	1295
573	1740	1291
574	1745	1290
575	1747	1286
576	1749	1282
577	1751	1278
578	1753	1274
579	1754	1270
580	1757	1267
581	1760	1264
582	1762	1260
583	1764	1256
584	1766	1253
585	1768	1249
586	1770	1245
587	1776	1244
588	1778	1240
589	1780	1237
590	1782	1233
591	1784	1229
592	1792	1230
593	1794	1226
594	1796	1222
595	1798	1219
596	1800	1215
597	1802	1211
598	1804	1208
599	1807	1204
600	1809	1201
601	1811	1197
602	1813	1194
603	1815	1190
604	1817	1186
605	1819	1182
606	1821	1179
607	1822	1175
608	1824	1171
609	1825	1167
610	1828	1164
611	1830	1160
612	1832	1156
613	1833	1152
614	1835	1148
615	1837	1145
616	1845	1145
617	1852	1145
618	1856	1142
619	1858	1139
620	1870	1141
621	1873	1138
622	1875	1134
623	1877	1131
624	1879	1127
625	1881	1124
626	1883	1120
627	1885	1116
628	1887	1113
629	1888	1109
630	1892	1106
631	1894	1103
632	1896	1099
633	1898	1095
634	1900	1092
635	1902	1088
636	1904	1085
637	1906	1081
638	1911	1079
639	1913	1076
640	1915	1072
641	1918	1069
642	1920	1066
643	1922	1062
644	1924	1059
645	1927	1056
646	1929	1052
647	1930	1048
648	1933	1045
649	1934	1041
650	1936	1038
651	1938	1034
652	1940	1031
653	1942	1027
654	1944	1024
655	1946	1020
656	1949	1017
657	1950	1013
658	1952	1010
659	1954	1006
660	1956	1003
661	1958	1000
662	1970	1001
663	1975	999
664	1980	997
665	1983	994
666	1986	991
667	1988	988
668	1993	986
669	1995	982
670	2008	984
671	2011	981
672	2013	978
673	2015	974
674	2017	971
675	2019	967
676	2025	966
677	2027	962
678	2030	959
679	2031	956
680	2033	952
681	2035	949
682	2042	948
683	2046	945
684	2050	942
685	2052	939
686	2053	935
687	2055	931
688	2058	928
689	2059	925
690	2060	921
691	2063	918
692	2065	914
693	2067	911
694	2069	908
695	2072	905
696	2075	902
697	2077	898
698	2080	895
699	2081	892
700	2091	892
701	2093	888
702	2095	885
703	2108	886
704	2110	883
705	2112	879
706	2115	876
707	2117	873
708	2119	869
709	2121	866
710	2123	863
711	2126	860
712	2137	860
713	2138	856
714	2140	853
715	2142	850
716	2145	846
717	2146	843
718	2148	839
719	2150	836
720	2151	832
721	2153	829
722	2155	825
723	2156	822
724	2158	818
725	2161	815
726	2162	812
727	2165	808
728	2166	805
729	2168	802
730	2170	798
731	2172	795
732	2174	792
733	2176	788
734	2195	791
735	2197	788
736	2202	786
737	2205	783
738	2207	779
739	2209	776
740	2212	773
741	2213	769
742	2215	766
743	2216	762
744	2219	759
745	2222	756
746	2223	753
747	2226	749
748	2234	748
749	2236	745
750	2238	742
751	2240	739
752	2242	735
753	2244	732
754	2258	733
755	2261	729
756	2264	726
757	2273	725
758	2276	722
759	2278	719
760	2280	716
761	2283	713
762	2285	709
763	2287	706
764	2289	703
765	2292	700
766	2293	696
767	2295	693
768	2297	690
769	2298	686
770	2300	683
771	2302	680
772	2306	677
773	2309	674
774	2311	671
775	2314	667
776	2317	665
777	2319	661
778	2320	658
779	2323	655
780	2325	652
781	2331	649
782	2334	646
783	2336	643
784	2338	640
785	2340	637
786	2344	634
787	2346	631
788	2348	627
789	2349	624
790	2351	621
791	2353	617
792	2354	614
793	2358	611
794	2361	608
795	2364	605
796	2366	602
797	2367	599
798	2371	596
799	2372	593
800	2376	590
801	2378	587
802	2380	584
803	2383	581
804	2385	577
805	2388	574
806	2390	571
807	2391	568
808	2393	565
809	2395	561
810	2399	559
811	2401	556
812	2403	552
813	2406	549
814	2408	546
815	2409	543
816	2411	540
817	2413	536
818	2415	533
819	2418	530
820	2420	527
821	2422	524
822	2424	521
823	2426	518
824	2430	515
825	2431	512
826	2433	509
827	2435	505
828	2437	502
829	2450	501
830	2452	498
831	2454	495
832	2460	493
833	2461	490
834	2464	487
835	2467	484
836	2470	481
837	2471	477
838	2474	474
839	2477	471
840	2479	468
841	2481	465
842	2484	462
843	2485	459
844	2487	456
845	2489	453
846	2491	450
847	2493	446
848	2497	444
849	2499	441
850	2501	438
851	2504	435
852	2506	431
853	2508	428
854	2510	425
855	2513	422
856	2519	420
857	2521	417
858	2522	414
859	2524	410
860	2526	407
861	2527	404
862	2530	401
863	2533	398
864	2534	395
865	2536	392
866	2539	389
867	2540	386
868	2542	383
869	2544	380
870	2547	377
871	2549	374
872	2550	371
873	2552	367
874	2554	364
875	2556	361
876	2560	359
877	2562	356
878	2563	352
879	2565	349
880	2567	346
881	2568	343
882	2570	340
883	2572	337
884	2575	334
885	2577	331
886	2579	328
887	2580	325
888	2584	322
889	2587	319
890	2589	316
891	2592	313
892	2595	310
893	2596	307
894	2598	304
895	2600	301
896	2602	298
897	2605	295
898	2607	292
899	2610	290
900	2613	287
901	2617	284
902	2619	281
903	2620	278
904	2622	275
905	2623	272
906	2625	269
907	2630	266
908	2632	263
909	2634	260
910	2636	257
911	2638	254
912	2641	251
913	2651	249
914	2655	246
915	2659	243
916	2661	240
917	2662	237
918	2664	234
919	2666	231
920	2667	228
921	2669	225
922	2682	223
923	2685	220
924	2687	217
925	2691	215
926	2706	213
927	2709	210
928	2711	207
929	2716	204
930	2718	201
931	2721	198
932	2723	195
933	2726	192
934	2727	189
935	2729	186
936	2732	183
937	2733	180
938	2735	177
939	2737	174
940	2738	171
941	2740	168
942	2743	165
943	2745	162
944	2747	159
945	2765	157
946	2766	154
947	2769	151
948	2770	148
949	2773	145
950	2774	142
951	2776	139
952	2778	137
953	2786	134
954	2787	131
955	2790	128
956	2794	125
957	2797	122
958	2798	119
959	2800	116
960	2801	113
961	2806	110
962	2809	107
963	2822	105
964	2824	102
965	2837	99
966	2838	96
967	2840	93
968	2843	90
969	2845	87
970	2854	85
971	2859	82
972	2862	79
973	2865	76
974	2867	73
975	2869	70
976	2872	67
977	2874	64
978	2875	61
979	2878	58
980	2879	55
981	2882	52
982	2883	49
983	2886	46
984	2887	43
985	2890	41
986	2892	38
987	2901	35
988	2902	32
989	2904	29
990	2906	26
991	2908	23
992	2910	20
993	2912	17
994	2914	14
995	2916	11
996	2920	8
997	2922	5
998	2923	2
999	2925	0
