iter	CrossEntropy
721	0.2946151868
722	0.2946097293
723	0.2946097244
724	0.2945207603
725	0.2945056438
726	0.2945056429
727	0.2944685471
728	0.2944685435
729	0.2944685413
730	0.2944685387
731	0.2944685349
732	0.294465862
733	0.2944562839
734	0.2943006546
735	0.2942889317
736	0.2942222553
737	0.2941843645
738	0.2941617957
739	0.2941538993
740	0.2941247541
741	0.2941247519
742	0.2941247518
743	0.2941247507
744	0.2941071827
745	0.2940901611
746	0.2940880989
747	0.2940811954
748	0.2939156545
749	0.2939018207
750	0.2938899026
751	0.2938700656
752	0.2938700654
753	0.2938646772
754	0.2936988402
755	0.293686709
756	0.2935802076
757	0.2931667531
758	0.2929456988
759	0.2929405306
760	0.2929393262
761	0.292923135
762	0.2929144735
763	0.2929127803
764	0.2928518466
765	0.2928317824
766	0.292829707
767	0.2928045332
768	0.2928045331
769	0.2928045329
770	0.2927665766
771	0.2927570743
772	0.2926048427
773	0.2925005701
774	0.2924848482
775	0.2924626813
776	0.2923104077
777	0.2923022069
778	0.292301056
779	0.2922007485
780	0.2922007475
781	0.2920727449
782	0.2920409712
783	0.2920148841
784	0.2919910603
785	0.2919910601
786	0.2917911161
787	0.2917775783
788	0.2917675995
789	0.2917675983
790	0.2917657378
791	0.2917657369
792	0.2917657352
793	0.2914889485
794	0.2914366592
795	0.291423143
796	0.2914205531
797	0.2914205506
798	0.2913693828
799	0.2913693827
800	0.2909186452
801	0.2909118583
802	0.2908903939
803	0.2908359096
804	0.2908253828
805	0.2907784628
806	0.2907720609
807	0.290765038
808	0.2907650375
809	0.2907093674
810	0.2906229494
811	0.2906148753
812	0.2906127922
813	0.2905294222
814	0.2905201041
815	0.2905201014
816	0.2905166637
817	0.2905166634
818	0.2905089252
819	0.2904669889
820	0.2904669852
821	0.2904444793
822	0.2904019564
823	0.2904019547
824	0.2903218728
825	0.2903218696
826	0.2903198829
827	0.2903097791
828	0.2902949133
829	0.2900763971
830	0.2900540909
831	0.2900529223
832	0.2898446537
833	0.289844653
834	0.2898039543
835	0.2897872071
836	0.2897292101
837	0.2897292089
838	0.2896741709
839	0.2896583578
840	0.2896238118
841	0.2896176825
842	0.2895896662
843	0.2895896655
844	0.2895877985
845	0.2895714662
846	0.2895095942
847	0.2895055548
848	0.2892054756
849	0.289205475
850	0.2891386044
851	0.2889858887
852	0.2889803044
853	0.2889803037
854	0.2889763152
855	0.2889565935
856	0.2888491205
857	0.2886855555
858	0.2886855554
859	0.2886816781
860	0.2886782037
861	0.2886715518
862	0.2886669789
863	0.2886586187
864	0.2886586187
865	0.2886532783
866	0.2886123098
867	0.288611731
868	0.2886043272
869	0.2886009681
870	0.2884844282
871	0.2884731049
872	0.2884731047
873	0.2884731044
874	0.2884725342
875	0.2884160756
876	0.2883154064
877	0.288310378
878	0.2882840672
879	0.2882815993
880	0.2882799496
881	0.2882799491
882	0.2882744075
883	0.2882697736
884	0.2882427387
885	0.2882409827
886	0.2882409824
887	0.2882409823
888	0.2880462075
889	0.2880198091
890	0.2879853322
891	0.2879517018
892	0.2878318494
893	0.2878318491
894	0.2878318486
895	0.2878023867
896	0.2878021887
897	0.2877879477
898	0.2877623397
899	0.2876035667
900	0.2875248771
901	0.287401301
902	0.287401301
903	0.287401301
904	0.2874013009
905	0.2874013005
906	0.2874003182
907	0.2871856372
908	0.2871825609
909	0.2871640252
910	0.2871624944
911	0.2871517823
912	0.2871234172
913	0.2868755359
914	0.2868252363
915	0.2867047096
916	0.2866930295
917	0.2866930294
918	0.2866930293
919	0.2866930292
920	0.2866930291
921	0.2866930291
922	0.2864916216
923	0.2864270245
924	0.2864241198
925	0.2862445533
926	0.2859940278
927	0.2859823707
928	0.2859641375
929	0.2857299593
930	0.2857262487
931	0.2856972491
932	0.2856580849
933	0.2856524316
934	0.285646861
935	0.2855997337
936	0.285580281
937	0.2855802803
938	0.2855802796
939	0.2855784626
940	0.285578462
941	0.2855687808
942	0.2855470171
943	0.2854990353
944	0.285496521
945	0.2852113556
946	0.2852113553
947	0.285167538
948	0.2851675376
949	0.2851403385
950	0.2851403382
951	0.285140338
952	0.285138058
953	0.2848939554
954	0.2848939547
955	0.2848098119
956	0.284715158
957	0.2847011982
958	0.284701198
959	0.2847011975
960	0.2847011968
961	0.2844398939
962	0.2844107059
963	0.284102558
964	0.2840925449
965	0.2839490047
966	0.2839490041
967	0.2839490041
968	0.2839260512
969	0.283926034
970	0.2836649211
971	0.2835180824
972	0.283510101
973	0.2833467601
974	0.283345498
975	0.2833453069
976	0.2833150251
977	0.2833010848
978	0.2833010842
979	0.2831993716
980	0.283199353
981	0.2831476943
982	0.2831386439
983	0.2831217436
984	0.2831217422
985	0.2830834863
986	0.2830680259
987	0.2827330255
988	0.282733024
989	0.2827308028
990	0.2827255321
991	0.2827248822
992	0.2827014745
993	0.2826500865
994	0.2826500863
995	0.2826495016
996	0.2825521062
997	0.2825168486
998	0.2825168482
999	0.2825167182
